index,Age,Gender,Formal_Education,Years_Coding,Salary
9243,19.5,Female,0.0,5.0,22499.5
9249,32.0,Female,1.0,1.0,3499.5
9271,32.0,Female,1.0,10.0,64999.5
9273,27.0,Female,3.0,5.0,34999.5
9274,37.0,Female,1.0,20.0,112499.5
9278,32.0,Female,3.0,5.0,174999.5
9292,37.0,Female,3.0,1.0,22499.5
9296,32.0,Female,1.0,2.0,64999.5
9304,37.0,Female,5.0,20.0,224999.5
9308,32.0,Female,1.0,20.0,94999.5
9309,23.0,Female,0.0,2.0,8749.5
9311,32.0,Female,3.0,5.0,84999.5
9316,27.0,Female,1.0,10.0,137499.5
9323,23.0,Female,0.0,10.0,84999.5
9324,42.0,Female,1.0,20.0,174999.5
9333,27.0,Female,1.0,5.0,17499.5
9343,32.0,Female,3.0,10.0,94999.5
9353,37.0,Female,3.0,20.0,112499.5
9358,19.5,Female,0.0,2.0,74999.5
9369,27.0,Female,1.0,10.0,112499.5
9371,32.0,Female,5.0,2.0,112499.5
9375,32.0,Female,3.0,5.0,44999.5
9378,27.0,Female,3.0,2.0,34999.5
9384,42.0,Female,1.0,20.0,174999.5
9392,23.0,Female,3.0,1.0,1499.5
9396,32.0,Female,3.0,1.0,22499.5
9397,32.0,Female,0.0,1.0,17499.5
9400,37.0,Female,0.0,1.0,27499.5
9402,32.0,Female,3.0,0.0,12499.5
9416,32.0,Female,3.0,5.0,174999.5
9427,42.0,Female,0.0,2.0,3499.5
9428,32.0,Female,3.0,10.0,94999.5
9441,27.0,Female,3.0,2.0,34999.5
9449,27.0,Female,3.0,5.0,112499.5
9464,37.0,Female,1.0,5.0,64999.5
9467,32.0,Female,3.0,5.0,64999.5
9471,23.0,Female,0.0,5.0,4499.5
9473,32.0,Female,1.0,2.0,44999.5
9478,27.0,Female,1.0,20.0,94999.5
9487,47.0,Female,1.0,20.0,17499.5
9498,37.0,Female,1.0,10.0,74999.5
9499,64.5,Female,3.0,20.0,17499.5
9502,52.0,Female,3.0,10.0,137499.5
9506,32.0,Female,3.0,10.0,64999.5
9514,23.0,Female,0.0,1.0,22499.5
9515,32.0,Female,3.0,5.0,1499.5
9532,42.0,Female,3.0,5.0,17499.5
9545,37.0,Female,3.0,5.0,2499.5
9551,27.0,Female,3.0,1.0,27499.5
9552,37.0,Female,1.0,20.0,54999.5
9556,23.0,Female,3.0,1.0,6249.5
9564,27.0,Female,3.0,5.0,84999.5
9599,32.0,Female,0.0,5.0,54999.5
9602,23.0,Female,3.0,5.0,1499.5
9611,27.0,Female,3.0,5.0,137499.5
9619,32.0,Female,3.0,5.0,12499.5
9626,37.0,Female,3.0,0.0,27499.5
9639,32.0,Female,3.0,2.0,74999.5
9641,27.0,Female,3.0,10.0,112499.5
9643,32.0,Female,3.0,10.0,44999.5
9645,42.0,Female,3.0,1.0,22499.5
9659,42.0,Female,0.0,0.0,84999.5
9666,27.0,Female,3.0,10.0,6249.5
9672,32.0,Female,0.0,1.0,84999.5
9681,52.0,Female,3.0,0.0,2499.5
9702,37.0,Female,1.0,20.0,400000.0
9706,27.0,Female,0.0,10.0,94999.5
9711,27.0,Female,3.0,5.0,44999.5
9713,42.0,Female,5.0,1.0,12499.5
9716,37.0,Female,1.0,20.0,3499.5
9727,27.0,Female,0.0,10.0,174999.5
9735,27.0,Female,3.0,5.0,112499.5
9745,32.0,Female,3.0,10.0,112499.5
9748,32.0,Female,6.0,2.0,12499.5
9766,23.0,Female,3.0,5.0,112499.5
9768,27.0,Female,3.0,10.0,34999.5
9772,32.0,Female,3.0,10.0,34999.5
9780,57.0,Female,1.0,20.0,174999.5
9794,42.0,Female,3.0,20.0,112499.5
9801,27.0,Female,3.0,5.0,84999.5
9807,27.0,Female,0.0,5.0,54999.5
9811,27.0,Female,3.0,10.0,44999.5
9814,37.0,Female,1.0,2.0,84999.5
9823,32.0,Female,1.0,20.0,17499.5
9840,47.0,Female,0.0,1.0,94999.5
9851,42.0,Female,1.0,10.0,112499.5
9863,47.0,Female,0.0,10.0,54999.5
9865,32.0,Female,3.0,0.0,8749.5
9873,32.0,Female,3.0,5.0,44999.5
9887,47.0,Female,0.0,1.0,34999.5
9891,37.0,Female,3.0,1.0,22499.5
9896,27.0,Female,1.0,5.0,34999.5
9902,37.0,Female,3.0,5.0,137499.5
9909,23.0,Female,0.0,2.0,17499.5
9933,42.0,Female,3.0,20.0,74999.5
9940,23.0,Female,3.0,5.0,34999.5
9947,32.0,Female,0.0,5.0,27499.5
9950,32.0,Female,3.0,1.0,27499.5
9961,27.0,Female,3.0,10.0,224999.5
9968,32.0,Female,3.0,10.0,137499.5
9969,27.0,Female,0.0,5.0,174999.5
9972,27.0,Female,3.0,2.0,6249.5
9985,27.0,Female,3.0,10.0,12499.5
9988,27.0,Female,3.0,1.0,137499.5
9990,32.0,Female,3.0,2.0,112499.5
10003,64.5,Female,3.0,20.0,224999.5
10007,32.0,Female,5.0,2.0,12499.5
10013,52.0,Female,0.0,1.0,84999.5
10017,32.0,Female,1.0,10.0,112499.5
10026,27.0,Female,3.0,5.0,54999.5
10040,37.0,Female,0.0,2.0,34999.5
10051,42.0,Female,1.0,1.0,54999.5
10054,32.0,Female,0.0,5.0,1499.5
10082,27.0,Female,0.0,5.0,4499.5
10091,42.0,Female,0.0,1.0,2499.5
10115,52.0,Female,3.0,20.0,137499.5
10135,32.0,Female,3.0,20.0,1499.5
10149,32.0,Female,3.0,2.0,94999.5
10160,27.0,Female,3.0,2.0,1499.5
10167,37.0,Female,1.0,10.0,6249.5
10177,23.0,Female,3.0,10.0,44999.5
10189,32.0,Female,3.0,10.0,137499.5
10195,37.0,Female,3.0,20.0,27499.5
10202,57.0,Female,0.0,5.0,112499.5
10207,27.0,Female,1.0,5.0,54999.5
10218,42.0,Female,3.0,10.0,112499.5
10236,42.0,Female,3.0,0.0,112499.5
10240,42.0,Female,3.0,10.0,17499.5
10254,23.0,Female,0.0,1.0,2499.5
10268,32.0,Female,3.0,5.0,112499.5
10278,42.0,Female,1.0,5.0,3499.5
10285,42.0,Female,1.0,5.0,12499.5
10289,27.0,Female,1.0,2.0,174999.5
10291,23.0,Female,0.0,1.0,1499.5
10300,32.0,Female,3.0,1.0,54999.5
10310,27.0,Female,3.0,1.0,2499.5
10319,47.0,Female,2.0,0.0,1499.5
10333,32.0,Female,3.0,5.0,94999.5
10338,37.0,Female,1.0,20.0,64999.5
10353,42.0,Female,1.0,20.0,94999.5
10386,27.0,Female,3.0,10.0,400000.0
10394,37.0,Female,3.0,20.0,8749.5
10395,23.0,Female,0.0,2.0,1499.5
10397,37.0,Female,0.0,20.0,2499.5
10410,27.0,Female,0.0,2.0,22499.5
10412,32.0,Female,1.0,5.0,34999.5
10421,32.0,Female,3.0,2.0,17499.5
10422,32.0,Female,1.0,10.0,22499.5
10425,23.0,Female,0.0,2.0,3499.5
10443,27.0,Female,5.0,1.0,6249.5
10444,27.0,Female,0.0,1.0,34999.5
10458,37.0,Female,0.0,1.0,34999.5
10481,32.0,Female,1.0,0.0,1499.5
10489,27.0,Female,3.0,5.0,6249.5
10492,42.0,Female,0.0,1.0,34999.5
10498,37.0,Female,0.0,0.0,22499.5
10502,37.0,Female,0.0,1.0,84999.5
10507,23.0,Female,3.0,5.0,17499.5
10514,42.0,Female,3.0,20.0,112499.5
10515,37.0,Female,3.0,2.0,84999.5
10519,27.0,Female,3.0,5.0,27499.5
10520,37.0,Female,0.0,0.0,64999.5
10550,32.0,Female,3.0,5.0,8749.5
10554,23.0,Female,3.0,5.0,112499.5
10577,32.0,Female,3.0,10.0,84999.5
10581,27.0,Female,3.0,1.0,2499.5
10584,37.0,Female,3.0,1.0,1499.5
10586,57.0,Female,4.0,10.0,74999.5
10587,27.0,Female,3.0,2.0,44999.5
10600,37.0,Female,0.0,10.0,8749.5
10615,32.0,Female,1.0,20.0,84999.5
10662,37.0,Female,3.0,2.0,22499.5
10665,27.0,Female,3.0,2.0,12499.5
10682,27.0,Female,3.0,2.0,34999.5
10690,37.0,Female,3.0,2.0,1499.5
10697,42.0,Female,5.0,5.0,44999.5
10701,42.0,Female,5.0,1.0,27499.5
10704,37.0,Female,1.0,2.0,6249.5
10725,32.0,Female,3.0,2.0,17499.5
10728,37.0,Female,1.0,20.0,54999.5
10733,27.0,Female,3.0,5.0,27499.5
10743,42.0,Female,3.0,20.0,94999.5
10751,37.0,Female,3.0,1.0,34999.5
10756,42.0,Female,3.0,2.0,54999.5
10763,23.0,Female,0.0,5.0,3499.5
10768,42.0,Female,3.0,20.0,27499.5
10775,32.0,Female,1.0,5.0,34999.5
10779,23.0,Female,3.0,1.0,4499.5
10786,27.0,Female,3.0,1.0,1499.5
10800,32.0,Female,3.0,2.0,27499.5
10824,27.0,Female,2.0,1.0,94999.5
10827,23.0,Female,0.0,5.0,44999.5
10830,32.0,Female,3.0,2.0,17499.5
10860,37.0,Female,1.0,20.0,174999.5
10863,23.0,Female,3.0,2.0,17499.5
10900,23.0,Female,5.0,5.0,8749.5
10959,32.0,Female,1.0,5.0,1499.5
10960,32.0,Female,1.0,10.0,34999.5
10972,23.0,Female,0.0,1.0,2499.5
10982,23.0,Female,3.0,10.0,34999.5
10983,37.0,Female,3.0,1.0,34999.5
10992,37.0,Female,3.0,20.0,174999.5
11006,32.0,Female,3.0,1.0,44999.5
11019,23.0,Female,1.0,5.0,34999.5
11023,47.0,Female,4.0,10.0,44999.5
11025,27.0,Female,3.0,1.0,27499.5
11034,27.0,Female,3.0,2.0,17499.5
11046,42.0,Female,1.0,10.0,137499.5
11057,37.0,Female,6.0,2.0,64999.5
11061,27.0,Female,0.0,1.0,74999.5
11065,37.0,Female,3.0,2.0,4499.5
11072,27.0,Female,0.0,5.0,12499.5
11077,27.0,Female,3.0,0.0,6249.5
11086,23.0,Female,3.0,10.0,6249.5
11088,32.0,Female,1.0,5.0,34999.5
11096,27.0,Female,1.0,20.0,112499.5
11100,37.0,Female,5.0,0.0,8749.5
11106,47.0,Female,3.0,2.0,22499.5
11109,27.0,Female,3.0,10.0,34999.5
11117,37.0,Female,3.0,2.0,1499.5
11122,27.0,Female,3.0,5.0,27499.5
11130,37.0,Female,3.0,2.0,3499.5
11133,52.0,Female,2.0,1.0,6249.5
11137,27.0,Female,3.0,5.0,44999.5
11144,32.0,Female,1.0,10.0,4499.5
11145,27.0,Female,0.0,2.0,44999.5
11151,32.0,Female,3.0,10.0,34999.5
11157,27.0,Female,3.0,2.0,27499.5
11171,27.0,Female,3.0,2.0,64999.5
11176,27.0,Female,1.0,10.0,34999.5
11190,47.0,Female,3.0,20.0,54999.5
11191,27.0,Female,1.0,5.0,54999.5
11195,32.0,Female,3.0,5.0,74999.5
11196,57.0,Female,1.0,10.0,94999.5
11197,27.0,Female,3.0,0.0,2499.5
11198,27.0,Female,3.0,5.0,34999.5
11203,23.0,Female,2.0,1.0,17499.5
11208,32.0,Female,3.0,10.0,34999.5
11211,23.0,Female,3.0,1.0,12499.5
11212,57.0,Female,3.0,10.0,64999.5
11220,23.0,Female,3.0,1.0,8749.5
11222,37.0,Female,3.0,20.0,137499.5
11225,47.0,Female,3.0,20.0,34999.5
11230,23.0,Female,3.0,2.0,2499.5
11237,27.0,Female,3.0,10.0,12499.5
11246,27.0,Female,6.0,5.0,44999.5
11253,23.0,Female,0.0,1.0,8749.5
11254,27.0,Female,0.0,2.0,2499.5
11261,27.0,Female,3.0,2.0,12499.5
11268,57.0,Female,1.0,20.0,44999.5
11278,57.0,Female,0.0,20.0,84999.5
11281,37.0,Female,3.0,5.0,137499.5
11287,32.0,Female,1.0,20.0,22499.5
11295,27.0,Female,3.0,2.0,2499.5
11297,32.0,Female,3.0,0.0,4499.5
11303,23.0,Female,0.0,2.0,12499.5
11306,32.0,Female,3.0,10.0,74999.5
11310,27.0,Female,1.0,10.0,17499.5
11311,42.0,Female,3.0,5.0,64999.5
11312,37.0,Female,3.0,10.0,137499.5
11321,32.0,Female,3.0,2.0,54999.5
11323,23.0,Female,0.0,0.0,8749.5
11329,23.0,Female,0.0,0.0,6249.5
11330,27.0,Female,1.0,0.0,3499.5
11337,27.0,Female,3.0,10.0,54999.5
11340,42.0,Female,1.0,5.0,4499.5
11350,27.0,Female,3.0,1.0,1499.5
11352,27.0,Female,0.0,2.0,17499.5
11356,37.0,Female,3.0,2.0,112499.5
11359,32.0,Female,3.0,10.0,34999.5
11364,23.0,Female,0.0,1.0,1499.5
11367,27.0,Female,1.0,10.0,22499.5
11369,32.0,Female,0.0,1.0,22499.5
11381,42.0,Female,3.0,5.0,27499.5
11386,32.0,Female,1.0,1.0,8749.5
11392,23.0,Female,5.0,1.0,8749.5
11402,32.0,Female,0.0,2.0,3499.5
11403,27.0,Female,3.0,0.0,44999.5
11404,37.0,Female,3.0,2.0,44999.5
11405,19.5,Female,3.0,5.0,54999.5
11410,27.0,Female,0.0,1.0,6249.5
11415,47.0,Female,6.0,5.0,84999.5
11420,27.0,Female,3.0,5.0,84999.5
11427,37.0,Female,3.0,2.0,17499.5
11432,37.0,Female,3.0,10.0,137499.5
11434,27.0,Female,3.0,0.0,12499.5
11440,52.0,Female,1.0,5.0,112499.5
11441,27.0,Female,0.0,5.0,27499.5
11442,27.0,Female,3.0,1.0,3499.5
11444,27.0,Female,1.0,2.0,4499.5
11448,27.0,Female,0.0,5.0,44999.5
11452,23.0,Female,0.0,2.0,17499.5
11457,23.0,Female,0.0,2.0,6249.5
11469,23.0,Female,6.0,1.0,1499.5
11470,32.0,Female,1.0,5.0,12499.5
11475,37.0,Female,3.0,10.0,112499.5
11486,27.0,Female,3.0,10.0,12499.5
11516,42.0,Female,1.0,5.0,44999.5
11520,27.0,Female,0.0,0.0,1499.5
11525,47.0,Female,1.0,1.0,6249.5
11529,52.0,Female,1.0,20.0,54999.5
11533,27.0,Female,3.0,5.0,17499.5
11548,37.0,Female,3.0,0.0,6249.5
11560,37.0,Female,1.0,20.0,137499.5
11572,27.0,Female,3.0,2.0,1499.5
11576,42.0,Female,1.0,10.0,64999.5
11581,37.0,Female,3.0,0.0,34999.5
11584,27.0,Female,3.0,1.0,34999.5
11603,52.0,Female,3.0,20.0,174999.5
11607,42.0,Female,0.0,20.0,3499.5
11616,23.0,Female,0.0,1.0,12499.5
11635,27.0,Female,3.0,2.0,27499.5
11639,32.0,Female,3.0,5.0,17499.5
11644,27.0,Female,3.0,5.0,54999.5
11654,27.0,Female,5.0,5.0,27499.5
11657,27.0,Female,0.0,2.0,44999.5
11666,27.0,Female,3.0,10.0,2499.5
11673,27.0,Female,3.0,5.0,84999.5
11674,42.0,Female,3.0,20.0,2499.5
11676,23.0,Female,3.0,2.0,6249.5
11684,23.0,Female,3.0,1.0,1499.5
11688,27.0,Female,0.0,1.0,12499.5
11690,32.0,Female,3.0,5.0,137499.5
11702,47.0,Female,3.0,20.0,27499.5
11705,42.0,Female,3.0,20.0,224999.5
11717,64.5,Female,1.0,0.0,400000.0
11723,47.0,Female,1.0,2.0,1499.5
11729,23.0,Female,3.0,1.0,6249.5
11730,32.0,Female,1.0,2.0,22499.5
11744,52.0,Female,3.0,20.0,84999.5
11745,37.0,Female,0.0,5.0,64999.5
11752,32.0,Female,1.0,20.0,174999.5
11755,27.0,Female,3.0,5.0,94999.5
11758,32.0,Female,3.0,0.0,74999.5
11761,37.0,Female,1.0,20.0,27499.5
11764,27.0,Female,3.0,10.0,34999.5
11768,52.0,Female,3.0,2.0,54999.5
11775,32.0,Female,1.0,1.0,44999.5
11789,23.0,Female,0.0,5.0,44999.5
11796,32.0,Female,1.0,10.0,94999.5
11803,42.0,Female,1.0,10.0,174999.5
11807,32.0,Female,0.0,1.0,54999.5
11808,23.0,Female,0.0,2.0,12499.5
11809,32.0,Female,3.0,5.0,94999.5
11823,37.0,Female,3.0,10.0,3499.5
11824,27.0,Female,3.0,2.0,74999.5
11825,23.0,Female,5.0,1.0,1499.5
11829,32.0,Female,1.0,20.0,34999.5
11834,47.0,Female,3.0,20.0,174999.5
11839,42.0,Female,1.0,20.0,174999.5
11844,52.0,Female,1.0,20.0,137499.5
11845,32.0,Female,1.0,5.0,94999.5
11856,32.0,Female,3.0,0.0,1499.5
11858,42.0,Female,3.0,10.0,174999.5
11861,23.0,Female,0.0,5.0,34999.5
11862,23.0,Female,0.0,5.0,94999.5
11874,27.0,Female,0.0,2.0,8749.5
11875,32.0,Female,3.0,2.0,6249.5
11881,32.0,Female,0.0,10.0,54999.5
11882,32.0,Female,1.0,20.0,174999.5
11883,23.0,Female,0.0,2.0,3499.5
11888,27.0,Female,0.0,2.0,112499.5
11903,52.0,Female,1.0,20.0,64999.5
11906,23.0,Female,0.0,2.0,84999.5
11907,42.0,Female,1.0,20.0,34999.5
11919,27.0,Female,3.0,5.0,2499.5
11928,42.0,Female,3.0,2.0,1499.5
11930,37.0,Female,3.0,5.0,4499.5
11934,32.0,Female,4.0,1.0,44999.5
11953,42.0,Female,0.0,2.0,2499.5
11957,47.0,Female,6.0,20.0,112499.5
11966,27.0,Female,3.0,2.0,54999.5
11975,19.5,Female,0.0,2.0,3499.5
11977,47.0,Female,3.0,20.0,174999.5
11980,19.5,Female,0.0,1.0,6249.5
11988,37.0,Female,1.0,20.0,174999.5
11997,32.0,Female,1.0,2.0,137499.5
12005,32.0,Female,1.0,5.0,12499.5
12006,37.0,Female,3.0,5.0,112499.5
12011,37.0,Female,5.0,2.0,3499.5
12034,23.0,Female,3.0,5.0,8749.5
12035,47.0,Female,1.0,20.0,174999.5
12041,27.0,Female,3.0,10.0,112499.5
12044,32.0,Female,3.0,5.0,84999.5
12046,32.0,Female,0.0,1.0,2499.5
12047,64.5,Female,1.0,20.0,174999.5
12053,47.0,Female,0.0,20.0,137499.5
12055,47.0,Female,3.0,20.0,274999.5
12064,32.0,Female,3.0,2.0,54999.5
12066,27.0,Female,3.0,5.0,64999.5
12078,32.0,Female,0.0,2.0,22499.5
12082,32.0,Female,1.0,1.0,34999.5
12097,32.0,Female,3.0,10.0,74999.5
12116,23.0,Female,0.0,5.0,1499.5
12120,27.0,Female,3.0,1.0,1499.5
12122,27.0,Female,3.0,5.0,84999.5
12134,19.5,Female,0.0,2.0,3499.5
12141,32.0,Female,3.0,5.0,17499.5
12149,27.0,Female,3.0,5.0,44999.5
12162,57.0,Female,1.0,2.0,1499.5
12170,27.0,Female,3.0,10.0,27499.5
12185,37.0,Female,1.0,5.0,17499.5
12188,27.0,Female,3.0,1.0,17499.5
12191,23.0,Female,0.0,1.0,1499.5
12195,23.0,Female,0.0,1.0,6249.5
12196,32.0,Female,3.0,10.0,64999.5
12197,23.0,Female,3.0,2.0,8749.5
12204,42.0,Female,1.0,20.0,2499.5
12212,42.0,Female,1.0,2.0,17499.5
12213,27.0,Female,4.0,0.0,4499.5
12214,37.0,Female,3.0,1.0,4499.5
12225,23.0,Female,0.0,1.0,4499.5
12227,23.0,Female,3.0,1.0,17499.5
12232,47.0,Female,3.0,1.0,3499.5
12236,32.0,Female,0.0,1.0,4499.5
12260,37.0,Female,1.0,5.0,54999.5
12262,27.0,Female,3.0,1.0,1499.5
12264,27.0,Female,1.0,5.0,12499.5
12267,32.0,Female,0.0,20.0,112499.5
12268,42.0,Female,1.0,20.0,17499.5
12278,32.0,Female,1.0,20.0,137499.5
12298,37.0,Female,1.0,10.0,84999.5
12310,37.0,Female,6.0,5.0,22499.5
12318,27.0,Female,3.0,5.0,6249.5
12330,37.0,Female,1.0,10.0,74999.5
12333,27.0,Female,0.0,10.0,112499.5
12344,27.0,Female,3.0,5.0,12499.5
12346,27.0,Female,1.0,5.0,74999.5
12349,42.0,Female,3.0,1.0,1499.5
12366,32.0,Female,3.0,2.0,12499.5
12369,32.0,Female,0.0,0.0,94999.5
12403,37.0,Female,1.0,10.0,22499.5
12414,32.0,Female,3.0,10.0,64999.5
12415,23.0,Female,3.0,2.0,2499.5
12437,19.5,Female,3.0,2.0,22499.5
12443,23.0,Female,0.0,1.0,6249.5
12444,47.0,Female,1.0,20.0,3499.5
12445,32.0,Female,0.0,10.0,94999.5
12451,32.0,Female,1.0,10.0,34999.5
12459,19.5,Female,0.0,5.0,12499.5
12470,32.0,Female,3.0,1.0,22499.5
12483,37.0,Female,1.0,10.0,4499.5
12485,32.0,Female,3.0,10.0,74999.5
12497,32.0,Female,1.0,5.0,44999.5
12499,37.0,Female,0.0,20.0,137499.5
12522,27.0,Female,3.0,10.0,137499.5
12523,32.0,Female,3.0,5.0,174999.5
12525,37.0,Female,2.0,10.0,54999.5
12532,57.0,Female,1.0,20.0,224999.5
12534,47.0,Female,1.0,20.0,74999.5
12538,37.0,Female,3.0,1.0,4499.5
12539,27.0,Female,3.0,5.0,2499.5
12548,23.0,Female,3.0,5.0,12499.5
12555,47.0,Female,0.0,10.0,112499.5
12567,23.0,Female,3.0,1.0,3499.5
12568,37.0,Female,1.0,5.0,137499.5
12576,32.0,Female,3.0,10.0,2499.5
12577,32.0,Female,3.0,10.0,22499.5
12578,32.0,Female,3.0,10.0,84999.5
12580,32.0,Female,1.0,5.0,94999.5
12585,37.0,Female,3.0,20.0,112499.5
12587,42.0,Female,1.0,20.0,64999.5
12594,37.0,Female,2.0,5.0,1499.5
12595,23.0,Female,3.0,2.0,17499.5
12597,27.0,Female,0.0,10.0,27499.5
12605,37.0,Female,1.0,5.0,74999.5
12615,32.0,Female,3.0,2.0,34999.5
12617,32.0,Female,3.0,1.0,1499.5
12630,27.0,Female,5.0,2.0,6249.5
12631,27.0,Female,3.0,2.0,8749.5
12633,23.0,Female,3.0,1.0,4499.5
12652,23.0,Female,3.0,1.0,12499.5
12663,27.0,Female,5.0,1.0,4499.5
12670,37.0,Female,1.0,20.0,137499.5
12677,23.0,Female,3.0,2.0,17499.5
12678,27.0,Female,3.0,5.0,44999.5
12691,23.0,Female,0.0,2.0,74999.5
12694,37.0,Female,1.0,20.0,74999.5
12701,64.5,Female,0.0,1.0,112499.5
12704,42.0,Female,1.0,2.0,54999.5
12711,27.0,Female,1.0,10.0,6249.5
12719,32.0,Female,0.0,20.0,112499.5
12722,32.0,Female,3.0,20.0,137499.5
12736,32.0,Female,0.0,1.0,112499.5
12741,27.0,Female,3.0,0.0,137499.5
12748,32.0,Female,1.0,10.0,64999.5
12757,64.5,Female,3.0,20.0,94999.5
12784,19.5,Female,0.0,5.0,74999.5
12786,32.0,Female,0.0,10.0,27499.5
12787,64.5,Female,1.0,5.0,64999.5
12789,32.0,Female,1.0,20.0,84999.5
12790,27.0,Female,3.0,10.0,34999.5
12798,37.0,Female,3.0,1.0,54999.5
12807,27.0,Female,1.0,2.0,8749.5
12814,42.0,Female,1.0,20.0,2499.5
12831,27.0,Female,0.0,10.0,174999.5
12835,32.0,Female,3.0,10.0,54999.5
12847,57.0,Female,3.0,10.0,27499.5
12858,23.0,Female,0.0,1.0,12499.5
12869,42.0,Female,1.0,20.0,400000.0
12870,23.0,Female,0.0,1.0,1499.5
12874,23.0,Female,0.0,0.0,3499.5
12882,32.0,Female,0.0,10.0,12499.5
12884,47.0,Female,5.0,0.0,44999.5
12890,37.0,Female,3.0,2.0,44999.5
12892,32.0,Female,3.0,2.0,6249.5
12893,37.0,Female,3.0,10.0,74999.5
12897,37.0,Female,3.0,2.0,34999.5
12898,52.0,Female,3.0,5.0,64999.5
12901,47.0,Female,3.0,0.0,54999.5
12908,42.0,Female,1.0,10.0,2499.5
12914,32.0,Female,1.0,0.0,112499.5
12916,27.0,Female,3.0,2.0,12499.5
12920,27.0,Female,3.0,5.0,1499.5
12925,23.0,Female,0.0,1.0,4499.5
12933,23.0,Female,3.0,1.0,400000.0
12940,27.0,Female,3.0,10.0,12499.5
12948,27.0,Female,3.0,1.0,4499.5
12955,64.5,Female,1.0,0.0,34999.5
12956,32.0,Female,3.0,1.0,8749.5
12958,37.0,Female,0.0,20.0,54999.5
12961,23.0,Female,0.0,1.0,6249.5
12962,42.0,Female,1.0,20.0,94999.5
12972,23.0,Female,0.0,1.0,3499.5
12980,23.0,Female,3.0,5.0,34999.5
12987,23.0,Female,0.0,5.0,84999.5
12988,27.0,Female,3.0,2.0,2499.5
12992,32.0,Female,3.0,2.0,94999.5
13009,42.0,Female,3.0,2.0,44999.5
13012,32.0,Female,1.0,10.0,27499.5
13013,37.0,Female,0.0,10.0,74999.5
13018,37.0,Female,3.0,5.0,74999.5
13020,32.0,Female,1.0,2.0,27499.5
13038,32.0,Female,1.0,1.0,3499.5
13041,27.0,Female,0.0,5.0,54999.5
13042,37.0,Female,3.0,1.0,27499.5
13054,19.5,Female,0.0,2.0,1499.5
13061,32.0,Female,5.0,10.0,54999.5
13063,37.0,Female,3.0,20.0,137499.5
13065,52.0,Female,1.0,2.0,12499.5
13067,32.0,Female,3.0,2.0,54999.5
13076,32.0,Female,3.0,2.0,84999.5
13082,37.0,Female,0.0,5.0,4499.5
13098,19.5,Female,4.0,2.0,4499.5
13100,32.0,Female,3.0,10.0,137499.5
13101,42.0,Female,3.0,2.0,27499.5
13109,37.0,Female,1.0,10.0,64999.5
13120,57.0,Female,3.0,20.0,274999.5
13121,27.0,Female,0.0,5.0,64999.5
13123,42.0,Female,0.0,0.0,22499.5
13134,37.0,Female,3.0,5.0,4499.5
13135,32.0,Female,0.0,0.0,17499.5
13141,32.0,Female,0.0,0.0,34999.5
13147,32.0,Female,1.0,1.0,54999.5
13148,52.0,Female,1.0,5.0,3499.5
13179,27.0,Female,3.0,5.0,34999.5
13183,32.0,Female,0.0,10.0,84999.5
13188,27.0,Female,3.0,2.0,64999.5
13201,27.0,Female,0.0,10.0,64999.5
13204,27.0,Female,3.0,2.0,22499.5
13216,27.0,Female,3.0,5.0,74999.5
13223,47.0,Female,3.0,1.0,6249.5
13239,32.0,Female,1.0,10.0,174999.5
13240,42.0,Female,5.0,0.0,8749.5
13241,32.0,Female,0.0,10.0,1499.5
13255,52.0,Female,3.0,1.0,54999.5
13259,42.0,Female,3.0,2.0,6249.5
13260,37.0,Female,3.0,1.0,94999.5
13266,27.0,Female,0.0,10.0,174999.5
13272,23.0,Female,0.0,2.0,6249.5
13273,42.0,Female,1.0,10.0,3499.5
13278,47.0,Female,1.0,10.0,12499.5
13287,32.0,Female,1.0,10.0,27499.5
13297,42.0,Female,1.0,10.0,17499.5
13298,27.0,Female,3.0,2.0,6249.5
13323,23.0,Female,0.0,1.0,6249.5
13326,42.0,Female,3.0,10.0,4499.5
13332,52.0,Female,3.0,20.0,112499.5
13351,27.0,Female,1.0,0.0,12499.5
13365,64.5,Female,0.0,20.0,94999.5
13366,37.0,Female,1.0,1.0,1499.5
13371,32.0,Female,3.0,2.0,6249.5
13374,27.0,Female,3.0,2.0,74999.5
13401,27.0,Female,3.0,2.0,94999.5
13414,32.0,Female,3.0,5.0,84999.5
13427,64.5,Female,3.0,1.0,12499.5
13434,23.0,Female,0.0,1.0,6249.5
13459,37.0,Female,3.0,10.0,174999.5
13461,27.0,Female,3.0,1.0,12499.5
13464,42.0,Female,0.0,0.0,54999.5
13469,42.0,Female,1.0,2.0,12499.5
13474,32.0,Female,1.0,2.0,1499.5
13495,27.0,Female,3.0,5.0,44999.5
13500,32.0,Female,0.0,1.0,22499.5
13509,32.0,Female,3.0,10.0,34999.5
13544,23.0,Female,0.0,1.0,44999.5
13566,27.0,Female,0.0,5.0,6249.5
13576,52.0,Female,3.0,5.0,64999.5
13578,57.0,Female,3.0,20.0,94999.5
13582,47.0,Female,3.0,5.0,94999.5
13590,27.0,Female,3.0,10.0,74999.5
13591,37.0,Female,3.0,5.0,137499.5
13592,32.0,Female,3.0,10.0,137499.5
13606,27.0,Female,3.0,2.0,44999.5
13607,37.0,Female,0.0,10.0,27499.5
13621,32.0,Female,0.0,5.0,174999.5
13627,37.0,Female,3.0,20.0,64999.5
