index,Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
11560,37.0,Female,United States of America,Doctoral degree,Product/Project Manager,20.0,137499.5
11561,27.0,Male,Other,Master’s degree,Research Scientist,10.0,27499.5
11562,37.0,Male,Germany,Master’s degree,Product/Project Manager,20.0,174999.5
11563,37.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,112499.5
11564,52.0,Male,Hungary,Doctoral degree,Research Scientist,10.0,22499.5
11565,27.0,Male,Brazil,Bachelor’s degree,Data Scientist,5.0,12499.5
11566,23.0,Male,Brazil,Master’s degree,Research Scientist,5.0,12499.5
11567,32.0,Male,Brazil,Bachelor’s degree,Data Scientist,5.0,54999.5
11568,47.0,Male,Canada,Doctoral degree,Data Scientist,20.0,74999.5
11569,47.0,Male,Germany,Doctoral degree,Data Scientist,20.0,64999.5
11570,32.0,Male,Spain,Master’s degree,Data Analyst,5.0,34999.5
11571,37.0,Male,Other,Bachelor’s degree,Software Engineer,1.0,17499.5
11572,27.0,Female,India,Master’s degree,Data Analyst,2.0,1499.5
11573,27.0,Male,Other,Doctoral degree,Research Scientist,5.0,3499.5
11574,47.0,Male,Brazil,Doctoral degree,Other,2.0,44999.5
11575,42.0,Male,Greece,Master’s degree,Other,10.0,12499.5
11576,42.0,Female,Canada,Doctoral degree,Data Analyst,10.0,64999.5
11577,27.0,Male,United States of America,Master’s degree,Other,2.0,27499.5
11578,27.0,Male,Austria,Master’s degree,Data Scientist,2.0,44999.5
11579,23.0,Male,Italy,Master’s degree,Data Scientist,2.0,22499.5
11580,27.0,Male,Other,Master’s degree,Business Analyst,5.0,34999.5
11581,37.0,Female,Brazil,Master’s degree,Product/Project Manager,0.0,34999.5
11582,19.5,Male,Ukraine,Master’s degree,Data Analyst,5.0,1499.5
11583,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,400000.0
11584,27.0,Female,Spain,Master’s degree,Data Scientist,1.0,34999.5
11585,37.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10.0,44999.5
11586,27.0,Male,China,Master’s degree,Product/Project Manager,2.0,27499.5
11587,42.0,Male,Russia,Doctoral degree,Software Engineer,5.0,17499.5
11588,52.0,Male,Colombia,Some college/university study without earning a bachelor’s degree,Data Analyst,2.0,2499.5
11589,27.0,Male,United States of America,Master’s degree,Business Analyst,2.0,74999.5
11590,32.0,Male,Other,Master’s degree,Statistician,10.0,22499.5
11591,32.0,Male,Spain,Master’s degree,Statistician,10.0,2499.5
11592,37.0,Male,Japan,No formal education past high school,DBA/Database Engineer,1.0,4499.5
11593,64.5,Male,Belgium,No formal education past high school,Other,2.0,12499.5
11594,27.0,Male,Austria,Master’s degree,Data Analyst,5.0,64999.5
11595,27.0,Male,Taiwan,Master’s degree,Software Engineer,1.0,27499.5
11596,42.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,74999.5
11597,32.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,137499.5
11598,57.0,Male,Chile,Master’s degree,Research Scientist,20.0,34999.5
11599,32.0,Male,Russia,Master’s degree,Data Scientist,10.0,54999.5
11600,37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
11601,42.0,Male,Poland,Master’s degree,Other,2.0,84999.5
11602,27.0,Male,United States of America,Bachelor’s degree,Statistician,5.0,54999.5
11603,52.0,Female,United States of America,Master’s degree,Other,20.0,174999.5
11604,27.0,Male,Other,Master’s degree,Data Scientist,5.0,44999.5
11605,42.0,Male,Germany,Doctoral degree,Research Scientist,20.0,84999.5
11606,37.0,Male,France,Master’s degree,Product/Project Manager,2.0,74999.5
11607,42.0,Female,Other,Bachelor’s degree,Software Engineer,20.0,3499.5
11608,57.0,Male,Russia,Master’s degree,Software Engineer,2.0,1499.5
11609,57.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,174999.5
11610,37.0,Male,United States of America,Master’s degree,Statistician,10.0,112499.5
11611,42.0,Male,Other,Master’s degree,Data Scientist,5.0,34999.5
11612,47.0,Male,Saudi Arabia,Bachelor’s degree,Product/Project Manager,5.0,34999.5
11613,23.0,Male,Peru,Master’s degree,Data Analyst,2.0,8749.5
11614,19.5,Male,Brazil,Master’s degree,Other,2.0,1499.5
11615,52.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,0.0,224999.5
11616,23.0,Female,India,Bachelor’s degree,Software Engineer,1.0,12499.5
11617,32.0,Male,Japan,Master’s degree,Software Engineer,1.0,74999.5
11618,52.0,Male,Japan,Bachelor’s degree,Business Analyst,0.0,112499.5
11619,23.0,Male,Brazil,Professional degree,Data Engineer,2.0,8749.5
11620,52.0,Male,Canada,Bachelor’s degree,Software Engineer,2.0,84999.5
11621,32.0,Male,India,Master’s degree,Data Analyst,10.0,27499.5
11622,47.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,112499.5
11623,64.5,Male,Chile,Master’s degree,Data Scientist,20.0,1499.5
11624,52.0,Male,United States of America,Bachelor’s degree,Data Analyst,5.0,112499.5
11625,42.0,Male,Spain,Master’s degree,Data Scientist,10.0,94999.5
11626,37.0,Male,Canada,Doctoral degree,Data Scientist,20.0,112499.5
11627,37.0,Male,Chile,Professional degree,Data Engineer,5.0,22499.5
11628,27.0,Male,France,Master’s degree,Data Scientist,5.0,54999.5
11629,27.0,Male,United States of America,Master’s degree,Software Engineer,10.0,74999.5
11630,42.0,Male,Brazil,Master’s degree,Data Scientist,10.0,54999.5
11631,52.0,Male,Belgium,Doctoral degree,Data Scientist,20.0,64999.5
11632,37.0,Male,Portugal,Master’s degree,Software Engineer,20.0,27499.5
11633,37.0,Male,Peru,Master’s degree,Other,5.0,4499.5
11634,37.0,Male,Brazil,Master’s degree,Data Analyst,2.0,44999.5
11635,27.0,Female,Brazil,Master’s degree,Business Analyst,2.0,27499.5
11636,32.0,Male,Brazil,Master’s degree,Other,2.0,27499.5
11637,52.0,Male,United States of America,Master’s degree,Data Scientist,20.0,137499.5
11638,52.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,44999.5
11639,32.0,Female,Argentina,Master’s degree,Data Scientist,5.0,17499.5
11640,37.0,Male,United States of America,Master’s degree,Data Scientist,5.0,137499.5
11641,23.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
11642,64.5,Male,Switzerland,Master’s degree,Statistician,10.0,94999.5
11643,47.0,Male,Canada,Bachelor’s degree,Research Scientist,10.0,54999.5
11644,27.0,Female,United States of America,Master’s degree,Data Engineer,5.0,54999.5
11645,42.0,Male,France,Master’s degree,Product/Project Manager,5.0,44999.5
11646,23.0,Male,India,Bachelor’s degree,Other,5.0,12499.5
11647,57.0,Male,Sweden,Bachelor’s degree,Product/Project Manager,2.0,44999.5
11648,32.0,Male,Sweden,Master’s degree,Data Scientist,5.0,12499.5
11649,19.5,Male,Brazil,Bachelor’s degree,Software Engineer,1.0,6249.5
11650,47.0,Male,Turkey,Bachelor’s degree,Other,2.0,64999.5
11651,37.0,Male,Turkey,Professional degree,Data Engineer,10.0,22499.5
11652,37.0,Male,Russia,Master’s degree,Software Engineer,10.0,34999.5
11653,42.0,Male,Brazil,Master’s degree,Product/Project Manager,5.0,44999.5
11654,27.0,Female,Chile,Professional degree,Data Scientist,5.0,27499.5
11655,37.0,Male,Australia,Bachelor’s degree,Statistician,20.0,174999.5
11656,37.0,Male,Chile,Doctoral degree,Data Scientist,5.0,2499.5
11657,27.0,Female,South Korea,Bachelor’s degree,Data Analyst,2.0,44999.5
11658,57.0,Male,United States of America,Master’s degree,Data Scientist,20.0,400000.0
11659,52.0,Male,Austria,Doctoral degree,Other,10.0,84999.5
11660,32.0,Male,United States of America,Bachelor’s degree,Other,10.0,137499.5
11661,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5.0,6249.5
11662,32.0,Male,Taiwan,Master’s degree,Data Scientist,10.0,54999.5
11663,32.0,Male,Spain,Doctoral degree,Data Scientist,5.0,44999.5
11664,27.0,Male,Sweden,Master’s degree,Data Scientist,10.0,44999.5
11665,32.0,Male,United States of America,Doctoral degree,Software Engineer,20.0,137499.5
11666,27.0,Female,Chile,Master’s degree,Data Scientist,10.0,2499.5
11667,37.0,Male,Canada,Doctoral degree,Research Scientist,20.0,84999.5
11668,32.0,Male,Chile,Bachelor’s degree,Data Scientist,10.0,44999.5
11669,64.5,Male,Japan,Doctoral degree,Data Analyst,5.0,17499.5
11670,27.0,Male,Russia,Doctoral degree,Software Engineer,5.0,17499.5
11671,52.0,Male,United States of America,Master’s degree,Product/Project Manager,5.0,112499.5
11672,42.0,Male,Austria,I prefer not to answer,Software Engineer,2.0,74999.5
11673,27.0,Female,United States of America,Master’s degree,Data Scientist,5.0,84999.5
11674,42.0,Female,Hungary,Master’s degree,Data Analyst,20.0,2499.5
11675,57.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,20.0,112499.5
11676,23.0,Female,Poland,Master’s degree,Statistician,2.0,6249.5
11677,32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,174999.5
11678,23.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,64999.5
11679,32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,94999.5
11680,37.0,Male,India,Master’s degree,Research Scientist,5.0,12499.5
11681,32.0,Male,Japan,Master’s degree,Business Analyst,2.0,64999.5
11682,32.0,Male,Canada,Master’s degree,Data Scientist,10.0,94999.5
11683,37.0,Male,Brazil,Master’s degree,Data Analyst,5.0,54999.5
11684,23.0,Female,Belarus,Master’s degree,Data Scientist,1.0,1499.5
11685,47.0,Male,Canada,Doctoral degree,Research Scientist,20.0,112499.5
11686,37.0,Male,Colombia,Professional degree,DBA/Database Engineer,5.0,34999.5
11687,37.0,Male,Nigeria,Master’s degree,Software Engineer,0.0,12499.5
11688,27.0,Female,Colombia,Bachelor’s degree,Software Engineer,1.0,12499.5
11689,23.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,112499.5
11690,32.0,Female,United States of America,Master’s degree,Software Engineer,5.0,137499.5
11691,37.0,Male,Spain,Master’s degree,Product/Project Manager,2.0,44999.5
11692,47.0,Male,Portugal,Master’s degree,Other,5.0,44999.5
11693,42.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,112499.5
11694,42.0,Prefer not to say,United States of America,Master’s degree,Data Scientist,5.0,112499.5
11695,27.0,Male,Belgium,Doctoral degree,Research Scientist,5.0,34999.5
11696,52.0,Male,United States of America,Master’s degree,Software Engineer,10.0,174999.5
11697,42.0,Male,United States of America,Professional degree,Other,20.0,224999.5
11698,37.0,Male,Argentina,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,1499.5
11699,37.0,Male,United States of America,Master’s degree,Other,10.0,174999.5
11700,27.0,Male,India,Master’s degree,Other,1.0,12499.5
11701,19.5,Male,India,Bachelor’s degree,Software Engineer,5.0,6249.5
11702,47.0,Female,Argentina,Master’s degree,Data Scientist,20.0,27499.5
11703,32.0,Male,Germany,Doctoral degree,Data Scientist,5.0,74999.5
11704,37.0,Male,Mexico,Master’s degree,Business Analyst,20.0,34999.5
11705,42.0,Female,United States of America,Master’s degree,Data Scientist,20.0,224999.5
11706,37.0,Male,Germany,Master’s degree,Data Scientist,10.0,94999.5
11707,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,5.0,64999.5
11708,52.0,Male,Other,Master’s degree,Data Scientist,5.0,112499.5
11709,27.0,Male,Chile,Doctoral degree,Data Scientist,5.0,1499.5
11710,42.0,Male,Spain,Master’s degree,Statistician,20.0,84999.5
11711,27.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
11712,27.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Other,2.0,64999.5
11713,27.0,Male,Chile,Bachelor’s degree,Research Scientist,5.0,27499.5
11714,37.0,Male,Belgium,Master’s degree,Other,2.0,54999.5
11715,23.0,Male,India,Master’s degree,Data Scientist,1.0,137499.5
11716,52.0,Male,United States of America,Master’s degree,Product/Project Manager,5.0,137499.5
11717,64.5,Female,United States of America,Doctoral degree,Other,0.0,400000.0
11718,57.0,Male,France,Doctoral degree,Software Engineer,5.0,400000.0
11719,32.0,Male,Mexico,Doctoral degree,Data Scientist,10.0,54999.5
11720,27.0,Male,United States of America,Master’s degree,Business Analyst,5.0,84999.5
11721,27.0,Male,India,Bachelor’s degree,Other,1.0,8749.5
11722,42.0,Male,United States of America,Master’s degree,Software Engineer,5.0,112499.5
11723,47.0,Female,Russia,Doctoral degree,Research Scientist,2.0,1499.5
11724,32.0,Male,Pakistan,Bachelor’s degree,Other,2.0,12499.5
11725,27.0,Male,Russia,Master’s degree,Other,5.0,17499.5
11726,52.0,Male,Canada,Master’s degree,Other,1.0,112499.5
11727,27.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,94999.5
11728,57.0,Male,Poland,Master’s degree,Other,5.0,94999.5
11729,23.0,Female,Ukraine,Master’s degree,Statistician,1.0,6249.5
11730,32.0,Female,Spain,Doctoral degree,Data Scientist,2.0,22499.5
11731,37.0,Male,Tunisia,Professional degree,Product/Project Manager,0.0,27499.5
11732,27.0,Male,Germany,Doctoral degree,Data Scientist,5.0,84999.5
11733,27.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,112499.5
11734,47.0,Male,Portugal,Doctoral degree,Research Scientist,20.0,2499.5
11735,57.0,Male,Mexico,Doctoral degree,Data Scientist,2.0,12499.5
11736,42.0,Male,Belgium,Master’s degree,Data Scientist,20.0,74999.5
11737,23.0,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,94999.5
11738,23.0,Male,United States of America,Bachelor’s degree,Software Engineer,2.0,112499.5
11739,27.0,Male,Japan,Master’s degree,Data Engineer,0.0,44999.5
11740,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,94999.5
11741,32.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,137499.5
11742,37.0,Male,United States of America,Master’s degree,Product/Project Manager,2.0,112499.5
11743,27.0,Male,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,1.0,4499.5
11744,52.0,Female,United States of America,Master’s degree,DBA/Database Engineer,20.0,84999.5
11745,37.0,Female,Canada,Bachelor’s degree,Data Analyst,5.0,64999.5
11746,47.0,Male,South Korea,Some college/university study without earning a bachelor’s degree,Software Engineer,1.0,6249.5
11747,42.0,Male,United States of America,Master’s degree,Data Engineer,20.0,224999.5
11748,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,1.0,34999.5
11749,27.0,Male,India,Bachelor’s degree,Data Analyst,5.0,6249.5
11750,27.0,Male,Brazil,Professional degree,Data Scientist,5.0,1499.5
11751,27.0,Male,United States of America,Doctoral degree,Data Scientist,2.0,74999.5
11752,32.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
11753,47.0,Male,Ireland,Master’s degree,Data Scientist,10.0,112499.5
11754,32.0,Male,Italy,Doctoral degree,Data Scientist,10.0,34999.5
11755,27.0,Female,United States of America,Master’s degree,Data Analyst,5.0,94999.5
11756,42.0,Male,Singapore,Master’s degree,Data Analyst,10.0,74999.5
11757,23.0,Male,United States of America,Bachelor’s degree,Data Analyst,1.0,54999.5
11758,32.0,Female,Canada,Master’s degree,Other,0.0,74999.5
11759,64.5,Male,United States of America,Master’s degree,Data Scientist,20.0,174999.5
11760,37.0,Male,United States of America,Doctoral degree,Other,20.0,54999.5
11761,37.0,Female,Spain,Doctoral degree,Data Scientist,20.0,27499.5
11762,23.0,Male,Argentina,Master’s degree,Business Analyst,1.0,6249.5
11763,27.0,Male,Germany,Master’s degree,Data Scientist,5.0,94999.5
11764,27.0,Female,Belarus,Master’s degree,Data Scientist,10.0,34999.5
11765,32.0,Male,United States of America,Doctoral degree,Other,5.0,174999.5
11766,64.5,Male,Sweden,Some college/university study without earning a bachelor’s degree,Data Scientist,10.0,74999.5
11767,47.0,Male,Mexico,Bachelor’s degree,Data Scientist,20.0,84999.5
11768,52.0,Female,Canada,Master’s degree,Data Scientist,2.0,54999.5
11769,37.0,Male,South Korea,Doctoral degree,Data Scientist,5.0,54999.5
11770,42.0,Male,Other,Some college/university study without earning a bachelor’s degree,Other,1.0,12499.5
11771,42.0,Male,Spain,Doctoral degree,Research Scientist,20.0,112499.5
11772,37.0,Male,Italy,Master’s degree,Data Scientist,20.0,34999.5
11773,42.0,Male,Nigeria,Doctoral degree,Research Scientist,2.0,6249.5
11774,27.0,Male,Colombia,Bachelor’s degree,Data Scientist,5.0,27499.5
11775,32.0,Female,Japan,Doctoral degree,Data Scientist,1.0,44999.5
11776,42.0,Male,United States of America,Doctoral degree,Software Engineer,20.0,137499.5
11777,37.0,Male,United States of America,Master’s degree,Data Analyst,5.0,84999.5
11778,37.0,Male,Chile,Master’s degree,Statistician,20.0,17499.5
11779,23.0,Male,Russia,Master’s degree,Data Scientist,1.0,1499.5
11780,32.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,10.0,174999.5
11781,47.0,Prefer not to say,Germany,Master’s degree,Data Engineer,20.0,74999.5
11782,42.0,Male,India,Master’s degree,Data Analyst,10.0,8749.5
11783,23.0,Male,Russia,Bachelor’s degree,Data Scientist,5.0,44999.5
11784,32.0,Male,Other,Master’s degree,Statistician,2.0,1499.5
11785,27.0,Male,Portugal,Master’s degree,Data Scientist,5.0,22499.5
11786,64.5,Male,United States of America,Bachelor’s degree,Data Engineer,20.0,94999.5
11787,47.0,Male,Japan,No formal education past high school,Research Scientist,20.0,74999.5
11788,27.0,Male,Japan,Master’s degree,Product/Project Manager,2.0,64999.5
11789,23.0,Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,5.0,44999.5
11790,32.0,Male,India,Master’s degree,Data Scientist,2.0,22499.5
11791,32.0,Male,Poland,Master’s degree,Data Analyst,20.0,3499.5
11792,32.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,137499.5
11793,42.0,Male,Thailand,Doctoral degree,Data Scientist,5.0,34999.5
11794,32.0,Male,Netherlands,Bachelor’s degree,Other,20.0,137499.5
11795,23.0,Male,Brazil,Master’s degree,Data Scientist,5.0,1499.5
11796,32.0,Female,United States of America,Doctoral degree,Data Scientist,10.0,94999.5
11797,47.0,Male,Other,Master’s degree,Data Scientist,0.0,112499.5
11798,32.0,Male,United States of America,Master’s degree,Data Scientist,20.0,84999.5
11799,37.0,Male,Brazil,Doctoral degree,Research Scientist,5.0,17499.5
11800,37.0,Male,United States of America,Bachelor’s degree,Software Engineer,20.0,274999.5
11801,52.0,Male,Germany,Doctoral degree,Product/Project Manager,5.0,112499.5
11802,42.0,Male,Germany,Master’s degree,Data Scientist,10.0,112499.5
11803,42.0,Female,United States of America,Doctoral degree,Data Scientist,10.0,174999.5
11804,32.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,112499.5
11805,32.0,Male,United States of America,Bachelor’s degree,Data Scientist,20.0,174999.5
11806,32.0,Male,Canada,Doctoral degree,Research Scientist,2.0,12499.5
11807,32.0,Female,Japan,Bachelor’s degree,Other,1.0,54999.5
11808,23.0,Female,Brazil,Bachelor’s degree,Data Scientist,2.0,12499.5
11809,32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,94999.5
11810,64.5,Male,Other,Doctoral degree,Product/Project Manager,1.0,34999.5
11811,37.0,Male,Israel,Master’s degree,Software Engineer,1.0,74999.5
11812,27.0,Male,Other,Doctoral degree,Other,10.0,112499.5
11813,27.0,Male,Peru,Bachelor’s degree,Data Analyst,1.0,2499.5
11814,32.0,Male,Canada,Doctoral degree,Data Scientist,10.0,94999.5
11815,37.0,Male,Chile,No formal education past high school,Business Analyst,1.0,8749.5
11816,32.0,Male,Mexico,Bachelor’s degree,Software Engineer,2.0,17499.5
11817,32.0,Male,Turkey,Professional degree,Research Scientist,10.0,12499.5
11818,32.0,Male,Brazil,Doctoral degree,Data Scientist,5.0,4499.5
11819,23.0,Male,Brazil,Bachelor’s degree,Research Scientist,5.0,1499.5
11820,32.0,Male,United States of America,Master’s degree,Software Engineer,1.0,84999.5
11821,19.5,Male,India,Bachelor’s degree,Other,2.0,4499.5
11822,32.0,Male,Brazil,Master’s degree,Data Engineer,10.0,27499.5
11823,37.0,Female,United States of America,Master’s degree,Research Scientist,10.0,3499.5
11824,27.0,Female,United States of America,Master’s degree,Research Scientist,2.0,74999.5
11825,23.0,Female,Tunisia,Professional degree,Data Scientist,1.0,1499.5
11826,27.0,Male,India,Bachelor’s degree,Software Engineer,0.0,27499.5
11827,64.5,Male,United States of America,Doctoral degree,Research Scientist,20.0,112499.5
11828,47.0,Male,Other,Master’s degree,Business Analyst,5.0,27499.5
11829,32.0,Female,Mexico,Doctoral degree,Research Scientist,20.0,34999.5
11830,37.0,Male,India,Master’s degree,Product/Project Manager,1.0,2499.5
11831,32.0,Male,Spain,Bachelor’s degree,Other,5.0,34999.5
11832,47.0,Male,South Korea,Doctoral degree,Research Scientist,20.0,112499.5
11833,47.0,Male,Other,Master’s degree,Data Scientist,20.0,112499.5
11834,47.0,Female,United States of America,Master’s degree,Data Scientist,20.0,174999.5
11835,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
11836,52.0,Male,Colombia,Master’s degree,Data Scientist,1.0,22499.5
11837,47.0,Male,Argentina,Master’s degree,Data Engineer,20.0,22499.5
11838,27.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,2.0,174999.5
11839,42.0,Female,Canada,Doctoral degree,Data Scientist,20.0,174999.5
11840,42.0,Male,United States of America,Bachelor’s degree,Data Analyst,20.0,137499.5
11841,52.0,Male,Argentina,Master’s degree,Software Engineer,20.0,112499.5
11842,27.0,Male,India,Bachelor’s degree,Other,2.0,12499.5
11843,32.0,Male,Turkey,Master’s degree,Research Scientist,2.0,12499.5
11844,52.0,Female,United States of America,Doctoral degree,Software Engineer,20.0,137499.5
11845,32.0,Female,United States of America,Doctoral degree,Data Scientist,5.0,94999.5
11846,23.0,Male,Other,Bachelor’s degree,Data Scientist,5.0,22499.5
11847,27.0,Male,China,Doctoral degree,Research Scientist,2.0,3499.5
11848,27.0,Male,Brazil,Master’s degree,Other,1.0,1499.5
11849,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,1.0,44999.5
11850,47.0,Male,United States of America,Bachelor’s degree,Data Scientist,20.0,174999.5
11851,32.0,Male,Colombia,Master’s degree,Product/Project Manager,2.0,12499.5
11852,57.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
11853,37.0,Male,India,Master’s degree,Software Engineer,10.0,12499.5
11854,27.0,Male,Russia,Master’s degree,Other,10.0,4499.5
11855,52.0,Male,United States of America,Bachelor’s degree,Software Engineer,2.0,174999.5
11856,32.0,Female,Ukraine,Master’s degree,Data Analyst,0.0,1499.5
11857,32.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,137499.5
11858,42.0,Female,Canada,Master’s degree,Data Scientist,10.0,174999.5
11859,37.0,Male,United States of America,Master’s degree,Other,0.0,112499.5
11860,27.0,Male,Netherlands,Bachelor’s degree,Software Engineer,1.0,54999.5
11861,23.0,Female,Canada,Bachelor’s degree,Data Scientist,5.0,34999.5
11862,23.0,Female,United States of America,Bachelor’s degree,Software Engineer,5.0,94999.5
11863,23.0,Male,Italy,Bachelor’s degree,Software Engineer,20.0,64999.5
11864,23.0,Male,United States of America,Bachelor’s degree,Software Engineer,5.0,74999.5
11865,37.0,Male,Brazil,Master’s degree,Data Scientist,10.0,64999.5
11866,27.0,Male,Russia,Doctoral degree,Software Engineer,1.0,22499.5
11867,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,1499.5
11868,37.0,Male,Netherlands,Doctoral degree,Data Scientist,10.0,84999.5
11869,32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
11870,27.0,Male,United States of America,Master’s degree,Data Analyst,2.0,54999.5
11871,37.0,Male,Brazil,Master’s degree,Research Scientist,10.0,12499.5
11872,42.0,Male,India,Master’s degree,Business Analyst,5.0,1499.5
11873,37.0,Male,Nigeria,Master’s degree,Business Analyst,2.0,12499.5
11874,27.0,Female,India,Bachelor’s degree,Software Engineer,2.0,8749.5
11875,32.0,Female,Israel,Master’s degree,Software Engineer,2.0,6249.5
11876,37.0,Male,Other,Master’s degree,Data Scientist,5.0,22499.5
11877,27.0,Male,Austria,Master’s degree,Software Engineer,5.0,54999.5
11878,47.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,2.0,44999.5
11879,57.0,Male,United States of America,Master’s degree,Other,0.0,224999.5
11880,32.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,174999.5
11881,32.0,Female,Hong Kong (S.A.R.),Bachelor’s degree,Software Engineer,10.0,54999.5
11882,32.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
11883,23.0,Female,Pakistan,Bachelor’s degree,Software Engineer,2.0,3499.5
11884,64.5,Male,France,Master’s degree,Data Scientist,10.0,64999.5
11885,32.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,5.0,44999.5
11886,37.0,Male,Russia,Doctoral degree,Research Scientist,10.0,17499.5
11887,32.0,Male,Canada,Doctoral degree,Data Scientist,10.0,64999.5
11888,27.0,Female,United States of America,Bachelor’s degree,Data Analyst,2.0,112499.5
11889,57.0,Male,United States of America,Bachelor’s degree,Other,20.0,174999.5
11890,32.0,Male,South Africa,Master’s degree,Data Scientist,10.0,64999.5
11891,37.0,Male,Germany,Doctoral degree,Data Scientist,5.0,94999.5
11892,27.0,Male,Canada,Master’s degree,Other,10.0,112499.5
11893,37.0,Male,Germany,Doctoral degree,Data Scientist,10.0,112499.5
11894,37.0,Male,Pakistan,Bachelor’s degree,Software Engineer,10.0,4499.5
11895,47.0,Male,Japan,Bachelor’s degree,Data Scientist,20.0,8749.5
11896,47.0,Male,Brazil,Bachelor’s degree,Software Engineer,0.0,22499.5
11897,19.5,Male,Indonesia,Bachelor’s degree,Data Scientist,2.0,27499.5
11898,37.0,Male,United States of America,Master’s degree,Data Scientist,20.0,94999.5
11899,32.0,Male,Russia,Master’s degree,Data Scientist,5.0,44999.5
11900,32.0,Male,United States of America,Master’s degree,Other,2.0,84999.5
11901,37.0,Male,Brazil,Master’s degree,Data Scientist,5.0,44999.5
11902,27.0,Male,Brazil,Bachelor’s degree,Software Engineer,1.0,2499.5
11903,52.0,Female,Canada,Doctoral degree,Research Scientist,20.0,64999.5
11904,27.0,Male,Canada,Master’s degree,Data Analyst,2.0,64999.5
11905,27.0,Male,Brazil,Master’s degree,Data Scientist,5.0,8749.5
11906,23.0,Female,Canada,Bachelor’s degree,Software Engineer,2.0,84999.5
11907,42.0,Female,Brazil,Doctoral degree,Research Scientist,20.0,34999.5
11908,37.0,Male,Argentina,Doctoral degree,Data Scientist,10.0,27499.5
11909,27.0,Male,Brazil,Bachelor’s degree,Data Scientist,2.0,27499.5
11910,64.5,Male,Ukraine,Doctoral degree,Research Scientist,2.0,1499.5
11911,42.0,Male,Other,Master’s degree,Data Scientist,10.0,112499.5
11912,37.0,Male,Germany,Doctoral degree,Research Scientist,10.0,64999.5
11913,52.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,0.0,112499.5
11914,23.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
11915,64.5,Male,Germany,Professional degree,Other,5.0,400000.0
11916,23.0,Male,Mexico,Bachelor’s degree,Software Engineer,2.0,12499.5
11917,52.0,Male,Turkey,Master’s degree,Other,2.0,74999.5
11918,37.0,Male,India,Master’s degree,Software Engineer,2.0,84999.5
11919,27.0,Female,Mexico,Master’s degree,Statistician,5.0,2499.5
11920,47.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
